0.8994870781898499,33
0.8616743087768555,447
0.8795508146286011,37
0.8915217518806458,24
0.8933053016662598,34
0.8859121203422546,31
0.8946055173873901,39
0.8865041732788086,204
0.8945177793502808,173
0.8787661194801331,26
0.8998010754585266,102
0.8887932300567627,36
0.8805633783340454,24
0.8969331979751587,36
0.8891243934631348,29
0.8732608556747437,45
0.8695439696311951,403
0.9018770456314087,25
0.884497880935669,23
0.8959291577339172,109
0.8776558637619019,29
0.8893934488296509,41
0.8952288031578064,32
0.9032528400421143,36
0.8416019082069397,500
0.8701598048210144,287
0.8900768756866455,35
0.9084063768386841,39
0.8861857056617737,36
0.8856971263885498,35
0.8817973136901855,28
0.9005686044692993,29
0.8851442933082581,41
0.8782649636268616,37
0.894983172416687,288
0.8801491856575012,247
0.8816778659820557,38
0.9010056853294373,29
0.8904067277908325,254
0.8862730860710144,31
0.892318606376648,69
0.8827088475227356,35
0.8489367961883545,500
0.8961307406425476,35
0.865166187286377,460
0.887559711933136,30
0.8845186829566956,65
0.8933262228965759,30
0.851528525352478,500
0.8958778977394104,24
